VID,VNm,VType,V_Avg_Time,V_Avg_Delay,Voyage
V0369,TRK-42-RZ ROAD 4,ROAD,0.0,0.0,VOY-8261
V0370,TRK-42-RZ ROAD 5,ROAD,0.0,0.0,VOY-2767
V0371,R-00132093 RAIL 1,RAIL,0.0,0.0,VOY-2794
V0372,R-00132093 RAIL 2,RAIL,0.0,0.0,VOY-6793
V0373,R-00132093 RAIL 3,RAIL,0.0,0.0,VOY-7169
V0374,R-00132093 RAIL 4,RAIL,0.0,0.0,VOY-2869
V0375,R-00132093 RAIL 5,RAIL,0.0,0.0,VOY-2727
V0376,TRK-27-NK ROAD 1,ROAD,0.0,0.0,VOY-5475
V0377,TRK-27-NK ROAD 2,ROAD,0.0,0.0,VOY-2474
V0378,TRK-27-NK ROAD 3,ROAD,0.0,0.0,VOY-4160
V0379,TRK-27-NK ROAD 4,ROAD,0.0,0.0,VOY-3334
V0380,TRK-27-NK ROAD 5,ROAD,0.0,0.0,VOY-3813
V0381,TRK-87-QQ ROAD 1,ROAD,0.0,0.0,VOY-3484
V0382,TRK-87-QQ ROAD 2,ROAD,0.0,0.0,VOY-2503
V0383,TRK-87-QQ ROAD 3,ROAD,0.0,0.0,VOY-6019
V0384,TRK-87-QQ ROAD 4,ROAD,0.0,0.0,VOY-1288
V0385,TRK-87-QQ ROAD 5,ROAD,0.0,0.0,VOY-6994
V0386,R-00132557 RAIL 1,RAIL,0.0,0.0,VOY-3741
V0387,R-00132557 RAIL 2,RAIL,0.0,0.0,VOY-8090
V0388,R-00132557 RAIL 3,RAIL,0.0,0.0,VOY-1173
V0389,R-00132557 RAIL 4,RAIL,0.0,0.0,VOY-9305
V0390,R-00132557 RAIL 5,RAIL,0.0,0.0,VOY-7675
V0391,TRK-95-JC ROAD 1,ROAD,0.0,0.0,VOY-5669
V0392,TRK-95-JC ROAD 2,ROAD,0.0,0.0,VOY-2672
V0393,TRK-95-JC ROAD 3,ROAD,0.0,0.0,VOY-2159
V0394,TRK-95-JC ROAD 4,ROAD,0.0,0.0,VOY-7876
V0395,TRK-95-JC ROAD 5,ROAD,0.0,0.0,VOY-4735
V0396,TRK-12-FS ROAD 1,ROAD,0.0,0.0,VOY-2894
V0397,TRK-12-FS ROAD 2,ROAD,0.0,0.0,VOY-1637
V0398,TRK-12-FS ROAD 3,ROAD,0.0,0.0,VOY-9766
V0399,TRK-12-FS ROAD 4,ROAD,0.0,0.0,VOY-7644
V0400,TRK-12-FS ROAD 5,ROAD,0.0,0.0,VOY-7496
V0401,TRK-56-XT ROAD 1,ROAD,0.0,0.0,VOY-1342
V0402,TRK-56-XT ROAD 2,ROAD,0.0,0.0,VOY-6730
V0403,TRK-56-XT ROAD 3,ROAD,0.0,0.0,VOY-5337
V0404,TRK-56-XT ROAD 4,ROAD,0.0,0.0,VOY-2720
V0405,TRK-56-XT ROAD 5,ROAD,0.0,0.0,VOY-1885
V0406,TRK-52-JB ROAD 1,ROAD,0.0,0.0,VOY-8488
V0407,TRK-52-JB ROAD 2,ROAD,0.0,0.0,VOY-2555
V0408,TRK-52-JB ROAD 3,ROAD,0.0,0.0,VOY-4385
V0409,TRK-52-JB ROAD 4,ROAD,0.0,0.0,VOY-6799
V0410,TRK-52-JB ROAD 5,ROAD,0.0,0.0,VOY-5393
V0411,R-00133337 RAIL 1,RAIL,0.0,0.0,VOY-3476
V0412,R-00133337 RAIL 2,RAIL,0.0,0.0,VOY-1241
V0413,R-00133337 RAIL 3,RAIL,0.0,0.0,VOY-5104
V0414,R-00133337 RAIL 4,RAIL,0.0,0.0,VOY-4984
V0415,R-00133337 RAIL 5,RAIL,0.0,0.0,VOY-8403
V0416,TRK-83-JG ROAD 1,ROAD,0.0,0.0,VOY-8015
V0417,TRK-83-JG ROAD 2,ROAD,0.0,0.0,VOY-1800
V0418,TRK-83-JG ROAD 3,ROAD,0.0,0.0,VOY-8430
V0419,TRK-83-JG ROAD 4,ROAD,0.0,0.0,VOY-4822
V0420,TRK-83-JG ROAD 5,ROAD,0.0,0.0,VOY-4286
V0421,TRK-87-DO ROAD 1,ROAD,0.0,0.0,VOY-6581
V0422,TRK-87-DO ROAD 2,ROAD,0.0,0.0,VOY-9333
V0423,TRK-87-DO ROAD 3,ROAD,0.0,0.0,VOY-3553
V0424,TRK-87-DO ROAD 4,ROAD,0.0,0.0,VOY-3577
V0425,TRK-87-DO ROAD 5,ROAD,0.0,0.0,VOY-9834
V0426,R-00133732 RAIL 1,RAIL,0.0,0.0,VOY-1699
V0427,R-00133732 RAIL 2,RAIL,0.0,0.0,VOY-1109
V0428,R-00133732 RAIL 3,RAIL,0.0,0.0,VOY-5417
V0429,R-00133732 RAIL 4,RAIL,0.0,0.0,VOY-4496
V0430,R-00133732 RAIL 5,RAIL,0.0,0.0,VOY-9388
V0431,TRK-82-OV ROAD 1,ROAD,0.0,0.0,VOY-5054
V0432,TRK-82-OV ROAD 2,ROAD,0.0,0.0,VOY-7222
V0433,TRK-82-OV ROAD 3,ROAD,0.0,0.0,VOY-7228
V0434,TRK-82-OV ROAD 4,ROAD,0.0,0.0,VOY-1031
V0435,TRK-82-OV ROAD 5,ROAD,0.0,0.0,VOY-7499
V0436,R-00134332 RAIL 1,RAIL,0.0,0.0,VOY-1991
V0437,R-00134332 RAIL 2,RAIL,0.0,0.0,VOY-4113
V0438,R-00134332 RAIL 3,RAIL,0.0,0.0,VOY-7273
V0439,R-00134332 RAIL 4,RAIL,0.0,0.0,VOY-2871
V0440,R-00134332 RAIL 5,RAIL,0.0,0.0,VOY-2935
V0441,TRK-88-QS ROAD 1,ROAD,0.0,0.0,VOY-4210
V0442,TRK-88-QS ROAD 2,ROAD,0.0,0.0,VOY-6530
V0443,TRK-88-QS ROAD 3,ROAD,0.0,0.0,VOY-5307
V0444,TRK-88-QS ROAD 4,ROAD,0.0,0.0,VOY-5710
V0445,TRK-88-QS ROAD 5,ROAD,0.0,0.0,VOY-2893
V0446,R-00134423 RAIL 1,RAIL,0.0,0.0,VOY-2688
V0447,R-00134423 RAIL 2,RAIL,0.0,0.0,VOY-7524
V0448,R-00134423 RAIL 3,RAIL,0.0,0.0,VOY-6419
V0449,R-00134423 RAIL 4,RAIL,0.0,0.0,VOY-7381
V0450,R-00134423 RAIL 5,RAIL,0.0,0.0,VOY-3316
V0451,TRK-80-DW ROAD 1,ROAD,0.0,0.0,VOY-8352
V0452,TRK-80-DW ROAD 2,ROAD,0.0,0.0,VOY-4246
V0453,TRK-80-DW ROAD 3,ROAD,0.0,0.0,VOY-5419
V0454,TRK-80-DW ROAD 4,ROAD,0.0,0.0,VOY-1448
V0455,TRK-80-DW ROAD 5,ROAD,0.0,0.0,VOY-8471
V0456,R-00135779 RAIL 1,RAIL,0.0,0.0,VOY-2834
V0457,R-00135779 RAIL 2,RAIL,0.0,0.0,VOY-7116
V0458,R-00135779 RAIL 3,RAIL,0.0,0.0,VOY-4441
V0459,R-00135779 RAIL 4,RAIL,0.0,0.0,VOY-7406
V0460,R-00135779 RAIL 5,RAIL,0.0,0.0,VOY-4859
V0461,TRK-50-HW ROAD 1,ROAD,0.0,0.0,VOY-1127
V0462,TRK-50-HW ROAD 2,ROAD,0.0,0.0,VOY-1352
V0463,TRK-50-HW ROAD 3,ROAD,0.0,0.0,VOY-3498
V0464,TRK-50-HW ROAD 4,ROAD,0.0,0.0,VOY-5528
V0465,TRK-50-HW ROAD 5,ROAD,0.0,0.0,VOY-4757
V0466,TRK-47-UD ROAD 1,ROAD,0.0,0.0,VOY-7188
V0467,TRK-47-UD ROAD 2,ROAD,0.0,0.0,VOY-1434
V0468,TRK-47-UD ROAD 3,ROAD,0.0,0.0,VOY-1235
V0469,TRK-47-UD ROAD 4,ROAD,0.0,0.0,VOY-5323
V0470,TRK-47-UD ROAD 5,ROAD,0.0,0.0,VOY-3756
V0471,R-00136961 RAIL 1,RAIL,0.0,0.0,VOY-6734
V0472,R-00136961 RAIL 2,RAIL,0.0,0.0,VOY-4487
V0473,R-00136961 RAIL 3,RAIL,0.0,0.0,VOY-9365
V0474,R-00136961 RAIL 4,RAIL,0.0,0.0,VOY-6893
V0475,R-00136961 RAIL 5,RAIL,0.0,0.0,VOY-3525
V0476,TRK-44-TP ROAD 1,ROAD,0.0,0.0,VOY-3226
V0477,TRK-44-TP ROAD 2,ROAD,0.0,0.0,VOY-6559
V0478,TRK-44-TP ROAD 3,ROAD,0.0,0.0,VOY-3729
V0479,TRK-44-TP ROAD 4,ROAD,0.0,0.0,VOY-5350
V0480,TRK-44-TP ROAD 5,ROAD,0.0,0.0,VOY-3565
V0481,TRK-54-TX ROAD 1,ROAD,0.0,0.0,VOY-3540
V0482,TRK-54-TX ROAD 2,ROAD,0.0,0.0,VOY-9693
V0483,TRK-54-TX ROAD 3,ROAD,0.0,0.0,VOY-6349
V0484,TRK-54-TX ROAD 4,ROAD,0.0,0.0,VOY-9574
V0485,TRK-54-TX ROAD 5,ROAD,0.0,0.0,VOY-2308
V0486,R-00137951 RAIL 1,RAIL,0.0,0.0,VOY-4088
V0487,R-00137951 RAIL 2,RAIL,0.0,0.0,VOY-9158
V0488,R-00137951 RAIL 3,RAIL,0.0,0.0,VOY-7610
V0489,R-00137951 RAIL 4,RAIL,0.0,0.0,VOY-7816
V0490,R-00137951 RAIL 5,RAIL,0.0,0.0,VOY-9415
V0491,TRK-48-UF ROAD 1,ROAD,0.0,0.0,VOY-4615
V0492,TRK-48-UF ROAD 2,ROAD,0.0,0.0,VOY-7162
V0493,TRK-48-UF ROAD 3,ROAD,0.0,0.0,VOY-3285
V0494,TRK-48-UF ROAD 4,ROAD,0.0,0.0,VOY-1012
V0495,TRK-48-UF ROAD 5,ROAD,0.0,0.0,VOY-9596
V0496,R-00139009 RAIL 1,RAIL,0.0,0.0,VOY-2665
V0497,R-00139009 RAIL 2,RAIL,0.0,0.0,VOY-9479
V0498,R-00139009 RAIL 3,RAIL,0.0,0.0,VOY-4614
V0499,R-00139009 RAIL 4,RAIL,0.0,0.0,VOY-7235
V0500,R-00139009 RAIL 5,RAIL,0.0,0.0,VOY-9673
V0501,TRK-13-NQ ROAD 1,ROAD,0.0,0.0,VOY-1078
V0502,TRK-13-NQ ROAD 2,ROAD,0.0,0.0,VOY-6265
V0503,TRK-13-NQ ROAD 3,ROAD,0.0,0.0,VOY-8376
V0504,TRK-13-NQ ROAD 4,ROAD,0.0,0.0,VOY-3399
V0505,TRK-13-NQ ROAD 5,ROAD,0.0,0.0,VOY-1045
V0506,TRK-31-QC ROAD 1,ROAD,0.0,0.0,VOY-1936
V0507,TRK-31-QC ROAD 2,ROAD,0.0,0.0,VOY-2374
V0508,TRK-31-QC ROAD 3,ROAD,0.0,0.0,VOY-9057
V0509,TRK-31-QC ROAD 4,ROAD,0.0,0.0,VOY-1533
V0510,TRK-31-QC ROAD 5,ROAD,0.0,0.0,VOY-8193
V0511,TRK-78-BM ROAD 1,ROAD,0.0,0.0,VOY-2891
V0512,TRK-78-BM ROAD 2,ROAD,0.0,0.0,VOY-2311
V0513,TRK-78-BM ROAD 3,ROAD,0.0,0.0,VOY-9212
V0514,TRK-78-BM ROAD 4,ROAD,0.0,0.0,VOY-7103
V0515,TRK-78-BM ROAD 5,ROAD,0.0,0.0,VOY-1727
V0516,R-00139853 RAIL 1,RAIL,0.0,0.0,VOY-3584
V0517,R-00139853 RAIL 2,RAIL,0.0,0.0,VOY-7553
V0518,R-00139853 RAIL 3,RAIL,0.0,0.0,VOY-6405
V0519,R-00139853 RAIL 4,RAIL,0.0,0.0,VOY-6851
V0520,R-00139853 RAIL 5,RAIL,0.0,0.0,VOY-8080
V0521,TRK-65-ZW ROAD 1,ROAD,0.0,0.0,VOY-5445
V0522,TRK-65-ZW ROAD 2,ROAD,0.0,0.0,VOY-8189
V0523,TRK-65-ZW ROAD 3,ROAD,0.0,0.0,VOY-4480
V0524,TRK-65-ZW ROAD 4,ROAD,0.0,0.0,VOY-7318
V0525,TRK-65-ZW ROAD 5,ROAD,0.0,0.0,VOY-3413
V0526,TRK-81-WF ROAD 1,ROAD,0.0,0.0,VOY-5063
V0527,TRK-81-WF ROAD 2,ROAD,0.0,0.0,VOY-7865
V0528,TRK-81-WF ROAD 3,ROAD,0.0,0.0,VOY-2224
V0529,TRK-81-WF ROAD 4,ROAD,0.0,0.0,VOY-7014
V0530,TRK-81-WF ROAD 5,ROAD,0.0,0.0,VOY-5860
V0531,R-00140802 RAIL 1,RAIL,0.0,0.0,VOY-1178
V0532,R-00140802 RAIL 2,RAIL,0.0,0.0,VOY-3861
V0533,R-00140802 RAIL 3,RAIL,0.0,0.0,VOY-4636
V0534,R-00140802 RAIL 4,RAIL,0.0,0.0,VOY-5594
V0535,R-00140802 RAIL 5,RAIL,0.0,0.0,VOY-8498
V0536,TRK-24-MH ROAD 1,ROAD,0.0,0.0,VOY-9188
V0537,TRK-24-MH ROAD 2,ROAD,0.0,0.0,VOY-4421
V0538,TRK-24-MH ROAD 3,ROAD,0.0,0.0,VOY-8898
V0539,TRK-24-MH ROAD 4,ROAD,0.0,0.0,VOY-6335
V0540,TRK-24-MH ROAD 5,ROAD,0.0,0.0,VOY-4169
V0541,TRK-66-EV ROAD 1,ROAD,0.0,0.0,VOY-2789
V0542,TRK-66-EV ROAD 2,ROAD,0.0,0.0,VOY-1051
V0543,TRK-66-EV ROAD 3,ROAD,0.0,0.0,VOY-1193
V0544,TRK-66-EV ROAD 4,ROAD,0.0,0.0,VOY-1990
V0545,TRK-66-EV ROAD 5,ROAD,0.0,0.0,VOY-1716
V0546,R-00142412 RAIL 1,RAIL,0.0,0.0,VOY-5934
V0547,R-00142412 RAIL 2,RAIL,0.0,0.0,VOY-2010
V0548,R-00142412 RAIL 3,RAIL,0.0,0.0,VOY-1187
V0549,R-00142412 RAIL 4,RAIL,0.0,0.0,VOY-1457
V0550,R-00142412 RAIL 5,RAIL,0.0,0.0,VOY-5991
V0551,TRK-50-KR ROAD 1,ROAD,0.0,0.0,VOY-8973
V0552,TRK-50-KR ROAD 2,ROAD,0.0,0.0,VOY-8747
V0553,TRK-50-KR ROAD 3,ROAD,0.0,0.0,VOY-4062
V0554,TRK-50-KR ROAD 4,ROAD,0.0,0.0,VOY-7734
V0555,TRK-50-KR ROAD 5,ROAD,0.0,0.0,VOY-2169
V0556,R-00142719 RAIL 1,RAIL,0.0,0.0,VOY-1918
V0557,R-00142719 RAIL 2,RAIL,0.0,0.0,VOY-2345
V0558,R-00142719 RAIL 3,RAIL,0.0,0.0,VOY-2795
V0559,R-00142719 RAIL 4,RAIL,0.0,0.0,VOY-9456
V0560,R-00142719 RAIL 5,RAIL,0.0,0.0,VOY-3080
V0561,TRK-60-FD ROAD 1,ROAD,0.0,0.0,VOY-3128
V0562,TRK-60-FD ROAD 2,ROAD,0.0,0.0,VOY-5603
V0563,TRK-60-FD ROAD 3,ROAD,0.0,0.0,VOY-7887
V0564,TRK-60-FD ROAD 4,ROAD,0.0,0.0,VOY-1591
V0565,TRK-60-FD ROAD 5,ROAD,0.0,0.0,VOY-2859
V0566,R-00143404 RAIL 1,RAIL,0.0,0.0,VOY-4357
V0567,R-00143404 RAIL 2,RAIL,0.0,0.0,VOY-7860
V0568,R-00143404 RAIL 3,RAIL,0.0,0.0,VOY-6033
V0569,R-00143404 RAIL 4,RAIL,0.0,0.0,VOY-5932
V0570,R-00143404 RAIL 5,RAIL,0.0,0.0,VOY-5300
V0571,TRK-52-OD ROAD 1,ROAD,0.0,0.0,VOY-6395
V0572,TRK-52-OD ROAD 2,ROAD,0.0,0.0,VOY-1147
V0573,TRK-52-OD ROAD 3,ROAD,0.0,0.0,VOY-7293
V0574,TRK-52-OD ROAD 4,ROAD,0.0,0.0,VOY-7857
V0575,TRK-52-OD ROAD 5,ROAD,0.0,0.0,VOY-7374
V0576,TRK-35-NK ROAD 1,ROAD,0.0,0.0,VOY-1099
V0577,TRK-35-NK ROAD 2,ROAD,0.0,0.0,VOY-9721
V0578,TRK-35-NK ROAD 3,ROAD,0.0,0.0,VOY-3728
V0579,TRK-35-NK ROAD 4,ROAD,0.0,0.0,VOY-4365
V0580,TRK-35-NK ROAD 5,ROAD,0.0,0.0,VOY-4978
V0581,R-00144512 RAIL 1,RAIL,0.0,0.0,VOY-2059
V0582,R-00144512 RAIL 2,RAIL,0.0,0.0,VOY-6862
V0583,R-00144512 RAIL 3,RAIL,0.0,0.0,VOY-7515
V0584,R-00144512 RAIL 4,RAIL,0.0,0.0,VOY-4511
V0585,R-00144512 RAIL 5,RAIL,0.0,0.0,VOY-6857
V0586,TRK-71-EU ROAD 1,ROAD,0.0,0.0,VOY-5329
V0587,TRK-71-EU ROAD 2,ROAD,0.0,0.0,VOY-3042
V0588,TRK-71-EU ROAD 3,ROAD,0.0,0.0,VOY-9767
V0589,TRK-71-EU ROAD 4,ROAD,0.0,0.0,VOY-1376
V0590,TRK-71-EU ROAD 5,ROAD,0.0,0.0,VOY-1998
V0591,TRK-54-YE ROAD 1,ROAD,0.0,0.0,VOY-4652
V0592,TRK-54-YE ROAD 2,ROAD,0.0,0.0,VOY-7359
V0593,TRK-54-YE ROAD 3,ROAD,0.0,0.0,VOY-8082
V0594,TRK-54-YE ROAD 4,ROAD,0.0,0.0,VOY-7951
V0595,TRK-54-YE ROAD 5,ROAD,0.0,0.0,VOY-6981
V0596,R-00145168 RAIL 1,RAIL,0.0,0.0,VOY-8895
V0597,R-00145168 RAIL 2,RAIL,0.0,0.0,VOY-6771
V0598,R-00145168 RAIL 3,RAIL,0.0,0.0,VOY-7129
V0599,R-00145168 RAIL 4,RAIL,0.0,0.0,VOY-7655
V0600,R-00145168 RAIL 5,RAIL,0.0,0.0,VOY-2577
V0601,TRK-34-KT ROAD 1,ROAD,0.0,0.0,VOY-8535
V0602,TRK-34-KT ROAD 2,ROAD,0.0,0.0,VOY-1108
V0603,TRK-34-KT ROAD 3,ROAD,0.0,0.0,VOY-2141
V0604,TRK-34-KT ROAD 4,ROAD,0.0,0.0,VOY-3237
V0605,TRK-34-KT ROAD 5,ROAD,0.0,0.0,VOY-5002
V0606,R-00145219 RAIL 1,RAIL,0.0,0.0,VOY-7088
V0607,R-00145219 RAIL 2,RAIL,0.0,0.0,VOY-8546
V0608,R-00145219 RAIL 3,RAIL,0.0,0.0,VOY-1669
V0609,R-00145219 RAIL 4,RAIL,0.0,0.0,VOY-1317
V0610,R-00145219 RAIL 5,RAIL,0.0,0.0,VOY-4746
V0611,TRK-85-JV ROAD 1,ROAD,0.0,0.0,VOY-9174
V0612,TRK-85-JV ROAD 2,ROAD,0.0,0.0,VOY-7429
V0613,TRK-85-JV ROAD 3,ROAD,0.0,0.0,VOY-2215
V0614,TRK-85-JV ROAD 4,ROAD,0.0,0.0,VOY-1073
V0615,TRK-85-JV ROAD 5,ROAD,0.0,0.0,VOY-9107
V0616,TRK-93-RV ROAD 1,ROAD,0.0,0.0,VOY-2436
V0617,TRK-93-RV ROAD 2,ROAD,0.0,0.0,VOY-4128
V0618,TRK-93-RV ROAD 3,ROAD,0.0,0.0,VOY-6345
V0619,TRK-93-RV ROAD 4,ROAD,0.0,0.0,VOY-4728
V0620,TRK-93-RV ROAD 5,ROAD,0.0,0.0,VOY-3454
V0621,R-00120091 RAIL 1,RAIL,0.0,0.0,VOY-1356
V0622,R-00120091 RAIL 2,RAIL,0.0,0.0,VOY-6820
V0623,R-00120091 RAIL 3,RAIL,0.0,0.0,VOY-6104
V0624,R-00120091 RAIL 4,RAIL,0.0,0.0,VOY-3567
V0625,R-00120091 RAIL 5,RAIL,0.0,0.0,VOY-2375
V0626,R-00120621 RAIL 1,RAIL,0.0,0.0,VOY-9115
V0627,R-00120621 RAIL 2,RAIL,0.0,0.0,VOY-4169
V0628,R-00120621 RAIL 3,RAIL,0.0,0.0,VOY-6730
V0629,R-00120621 RAIL 4,RAIL,0.0,0.0,VOY-5250
V0630,R-00120621 RAIL 5,RAIL,0.0,0.0,VOY-8161
V0631,TRK-39-HL ROAD 1,ROAD,0.0,0.0,VOY-5806
V0632,TRK-39-HL ROAD 2,ROAD,0.0,0.0,VOY-5160
V0633,TRK-39-HL ROAD 3,ROAD,0.0,0.0,VOY-8943
V0634,TRK-39-HL ROAD 4,ROAD,0.0,0.0,VOY-1899
V0635,TRK-39-HL ROAD 5,ROAD,0.0,0.0,VOY-3221
V0636,TRK-15-WH ROAD 1,ROAD,0.0,0.0,VOY-9682
V0637,TRK-15-WH ROAD 2,ROAD,0.0,0.0,VOY-5208
V0638,TRK-15-WH ROAD 3,ROAD,0.0,0.0,VOY-5192
V0639,TRK-15-WH ROAD 4,ROAD,0.0,0.0,VOY-1790
V0640,TRK-15-WH ROAD 5,ROAD,0.0,0.0,VOY-2092
V0641,R-00122146 RAIL 1,RAIL,0.0,0.0,VOY-9188
V0642,R-00122146 RAIL 2,RAIL,0.0,0.0,VOY-7933
V0643,R-00122146 RAIL 3,RAIL,0.0,0.0,VOY-2675
V0644,R-00122146 RAIL 4,RAIL,0.0,0.0,VOY-5981
V0645,R-00122146 RAIL 5,RAIL,0.0,0.0,VOY-4521
V0646,TRK-79-YR ROAD 1,ROAD,0.0,0.0,VOY-8482
V0647,TRK-79-YR ROAD 2,ROAD,0.0,0.0,VOY-4930
V0648,TRK-79-YR ROAD 3,ROAD,0.0,0.0,VOY-8106
V0649,TRK-79-YR ROAD 4,ROAD,0.0,0.0,VOY-3208
V0650,TRK-79-YR ROAD 5,ROAD,0.0,0.0,VOY-6238
V0651,TRK-19-WE ROAD 1,ROAD,0.0,0.0,VOY-4357
V0652,TRK-19-WE ROAD 2,ROAD,0.0,0.0,VOY-5201
V0653,TRK-19-WE ROAD 3,ROAD,0.0,0.0,VOY-5536
V0654,TRK-19-WE ROAD 4,ROAD,0.0,0.0,VOY-3671
V0655,TRK-19-WE ROAD 5,ROAD,0.0,0.0,VOY-4751
V0656,R-00122562 RAIL 1,RAIL,0.0,0.0,VOY-1889
V0657,R-00122562 RAIL 2,RAIL,0.0,0.0,VOY-7279
V0658,R-00122562 RAIL 3,RAIL,0.0,0.0,VOY-8947
V0659,R-00122562 RAIL 4,RAIL,0.0,0.0,VOY-7007
V0660,R-00122562 RAIL 5,RAIL,0.0,0.0,VOY-8396
V0661,TRK-0-YH ROAD 1,ROAD,0.0,0.0,VOY-9741
V0662,TRK-0-YH ROAD 2,ROAD,0.0,0.0,VOY-5863
V0663,TRK-0-YH ROAD 3,ROAD,0.0,0.0,VOY-7108
V0664,TRK-0-YH ROAD 4,ROAD,0.0,0.0,VOY-1479
V0665,TRK-0-YH ROAD 5,ROAD,0.0,0.0,VOY-5029
V0666,R-00123723 RAIL 1,RAIL,0.0,0.0,VOY-7607
V0667,R-00123723 RAIL 2,RAIL,0.0,0.0,VOY-7624
V0668,R-00123723 RAIL 3,RAIL,0.0,0.0,VOY-7098
V0669,R-00123723 RAIL 4,RAIL,0.0,0.0,VOY-1723
V0670,R-00123723 RAIL 5,RAIL,0.0,0.0,VOY-9083
V0671,TRK-72-PA ROAD 1,ROAD,0.0,0.0,VOY-1628
V0672,TRK-72-PA ROAD 2,ROAD,0.0,0.0,VOY-8187
V0673,TRK-72-PA ROAD 3,ROAD,0.0,0.0,VOY-8303
V0674,TRK-72-PA ROAD 4,ROAD,0.0,0.0,VOY-4890
V0675,TRK-72-PA ROAD 5,ROAD,0.0,0.0,VOY-3311
V0676,TRK-30-VV ROAD 1,ROAD,0.0,0.0,VOY-9292
V0677,TRK-30-VV ROAD 2,ROAD,0.0,0.0,VOY-4989
V0678,TRK-30-VV ROAD 3,ROAD,0.0,0.0,VOY-7905
V0679,TRK-30-VV ROAD 4,ROAD,0.0,0.0,VOY-3229
V0680,TRK-30-VV ROAD 5,ROAD,0.0,0.0,VOY-9701
V0681,R-00124390 RAIL 1,RAIL,0.0,0.0,VOY-8601
V0682,R-00124390 RAIL 2,RAIL,0.0,0.0,VOY-8862
V0683,R-00124390 RAIL 3,RAIL,0.0,0.0,VOY-2517
V0684,R-00124390 RAIL 4,RAIL,0.0,0.0,VOY-7985
V0685,R-00124390 RAIL 5,RAIL,0.0,0.0,VOY-7061
V0686,TRK-46-GA ROAD 1,ROAD,0.0,0.0,VOY-6838
V0687,TRK-46-GA ROAD 2,ROAD,0.0,0.0,VOY-7788
V0688,TRK-46-GA ROAD 3,ROAD,0.0,0.0,VOY-4303
V0689,TRK-46-GA ROAD 4,ROAD,0.0,0.0,VOY-5533
V0690,TRK-46-GA ROAD 5,ROAD,0.0,0.0,VOY-1578
V0691,TRK-12-EO ROAD 1,ROAD,0.0,0.0,VOY-4531
V0692,TRK-12-EO ROAD 2,ROAD,0.0,0.0,VOY-6726
V0693,TRK-12-EO ROAD 3,ROAD,0.0,0.0,VOY-1787
V0694,TRK-12-EO ROAD 4,ROAD,0.0,0.0,VOY-8123
V0695,TRK-12-EO ROAD 5,ROAD,0.0,0.0,VOY-3527
V0696,R-00125152 RAIL 1,RAIL,0.0,0.0,VOY-9382
V0697,R-00125152 RAIL 2,RAIL,0.0,0.0,VOY-5620
V0698,R-00125152 RAIL 3,RAIL,0.0,0.0,VOY-2994
V0699,R-00125152 RAIL 4,RAIL,0.0,0.0,VOY-8631
V0700,R-00125152 RAIL 5,RAIL,0.0,0.0,VOY-5094
V0701,TRK-16-OD ROAD 1,ROAD,0.0,0.0,VOY-4003
V0702,TRK-16-OD ROAD 2,ROAD,0.0,0.0,VOY-2264
V0703,TRK-16-OD ROAD 3,ROAD,0.0,0.0,VOY-8445
V0704,TRK-16-OD ROAD 4,ROAD,0.0,0.0,VOY-5790
V0705,TRK-16-OD ROAD 5,ROAD,0.0,0.0,VOY-2483
V0706,TRK-2-QK ROAD 1,ROAD,0.0,0.0,VOY-9531
V0707,TRK-2-QK ROAD 2,ROAD,0.0,0.0,VOY-1838
V0708,TRK-2-QK ROAD 3,ROAD,0.0,0.0,VOY-9887
V0709,TRK-2-QK ROAD 4,ROAD,0.0,0.0,VOY-8333
V0710,TRK-2-QK ROAD 5,ROAD,0.0,0.0,VOY-3685
V0711,R-00125446 RAIL 1,RAIL,0.0,0.0,VOY-5746
V0712,R-00125446 RAIL 2,RAIL,0.0,0.0,VOY-9386
V0713,R-00125446 RAIL 3,RAIL,0.0,0.0,VOY-7208
V0714,R-00125446 RAIL 4,RAIL,0.0,0.0,VOY-7003
V0715,R-00125446 RAIL 5,RAIL,0.0,0.0,VOY-6441
V0716,TRK-13-WO ROAD 1,ROAD,0.0,0.0,VOY-2148
V0717,TRK-13-WO ROAD 2,ROAD,0.0,0.0,VOY-1405
V0718,TRK-13-WO ROAD 3,ROAD,0.0,0.0,VOY-1938
V0719,TRK-13-WO ROAD 4,ROAD,0.0,0.0,VOY-5543
V0720,TRK-13-WO ROAD 5,ROAD,0.0,0.0,VOY-8616
V0721,TRK-34-CB ROAD 1,ROAD,0.0,0.0,VOY-2232
V0722,TRK-34-CB ROAD 2,ROAD,0.0,0.0,VOY-5600
V0723,TRK-34-CB ROAD 3,ROAD,0.0,0.0,VOY-3505
V0724,TRK-34-CB ROAD 4,ROAD,0.0,0.0,VOY-2411
V0725,TRK-34-CB ROAD 5,ROAD,0.0,0.0,VOY-6044
V0726,TRK-69-LC ROAD 1,ROAD,0.0,0.0,VOY-3416
V0727,TRK-69-LC ROAD 2,ROAD,0.0,0.0,VOY-6394
V0728,TRK-69-LC ROAD 3,ROAD,0.0,0.0,VOY-9869
V0729,TRK-69-LC ROAD 4,ROAD,0.0,0.0,VOY-1993
V0730,TRK-69-LC ROAD 5,ROAD,0.0,0.0,VOY-4294
V0731,R-00126131 RAIL 1,RAIL,0.0,0.0,VOY-1526
V0732,R-00126131 RAIL 2,RAIL,0.0,0.0,VOY-1800
