Ext_ID,Factors,Severity_Score,LID
EXT-L0776,Normal,12,L0776
EXT-L0777,Weather,12,L0777
EXT-L0778,Weather,5,L0778
EXT-L0779,Weather,15,L0779
EXT-L0780,Weather,12,L0780
EXT-L0781,Weather,10,L0781
EXT-L0782,Weather,15,L0782
EXT-L0783,Normal,12,L0783
EXT-L0784,Normal,5,L0784
EXT-L0785,Weather,15,L0785
EXT-L0786,Weather,10,L0786
EXT-L0787,Normal,12,L0787
EXT-L0788,Weather,10,L0788
EXT-L0789,Normal,9,L0789
EXT-L0790,Normal,10,L0790
EXT-L0791,Weather,13,L0791
EXT-L0792,Normal,6,L0792
EXT-L0793,Weather,6,L0793
EXT-L0794,Normal,6,L0794
EXT-L0795,Weather,8,L0795
EXT-L0796,Weather,8,L0796
EXT-L0797,Weather,6,L0797
EXT-L0798,Weather,11,L0798
EXT-L0799,Weather,10,L0799
EXT-L0800,Normal,11,L0800
EXT-L0801,Weather,11,L0801
EXT-L0802,Weather,13,L0802
EXT-L0803,Weather,12,L0803
EXT-L0804,Weather,13,L0804
EXT-L0805,Weather,9,L0805
EXT-L0806,Weather,10,L0806
EXT-L0807,Normal,2,L0807
EXT-L0808,Weather,14,L0808
EXT-L0809,Weather,17,L0809
EXT-L0810,Normal,2,L0810
EXT-L0811,Normal,7,L0811
EXT-L0812,Normal,2,L0812
EXT-L0813,Weather,13,L0813
EXT-L0814,Normal,2,L0814
EXT-L0815,Weather,12,L0815
EXT-L0816,Normal,15,L0816
EXT-L0817,Normal,11,L0817
EXT-L0818,Normal,7,L0818
EXT-L0819,Normal,9,L0819
EXT-L0820,Weather,11,L0820
EXT-L0821,Weather,9,L0821
EXT-L0822,Normal,10,L0822
EXT-L0823,Weather,7,L0823
EXT-L0824,Normal,12,L0824
EXT-L0825,Weather,12,L0825
EXT-L0826,Weather,13,L0826
EXT-L0827,Weather,11,L0827
EXT-L0828,Weather,11,L0828
EXT-L0829,Weather,8,L0829
EXT-L0830,Weather,17,L0830
EXT-L0831,Weather,7,L0831
EXT-L0832,Weather,9,L0832
EXT-L0833,Weather,12,L0833
EXT-L0834,Normal,9,L0834
EXT-L0835,Weather,10,L0835
EXT-L0836,Weather,12,L0836
EXT-L0837,Weather,14,L0837
EXT-L0838,Weather,9,L0838
EXT-L0839,Weather,11,L0839
EXT-L0840,Weather,11,L0840
EXT-L0841,Weather,10,L0841
EXT-L0842,Normal,12,L0842
EXT-L0843,Weather,10,L0843
EXT-L0844,Weather,12,L0844
EXT-L0845,Normal,9,L0845
EXT-L0846,Weather,17,L0846
EXT-L0847,Normal,15,L0847
EXT-L0848,Normal,2,L0848
EXT-L0849,Normal,8,L0849
EXT-L0850,Weather,10,L0850
EXT-L0851,Normal,11,L0851
EXT-L0852,Weather,10,L0852
EXT-L0853,Normal,12,L0853
EXT-L0854,Normal,11,L0854
EXT-L0855,Normal,8,L0855
EXT-L0856,Weather,7,L0856
EXT-L0857,Weather,13,L0857
EXT-L0858,Weather,11,L0858
EXT-L0859,Weather,10,L0859
EXT-L0860,Weather,10,L0860
EXT-L0861,Weather,10,L0861
EXT-L0862,Weather,13,L0862
EXT-L0863,Weather,10,L0863
EXT-L0864,Weather,9,L0864
EXT-L0865,Weather,11,L0865
EXT-L0866,Weather,13,L0866
EXT-L0867,Weather,11,L0867
EXT-L0868,Weather,11,L0868
EXT-L0869,Weather,10,L0869
EXT-L0870,Normal,15,L0870
EXT-L0871,Weather,13,L0871
EXT-L0872,Weather,10,L0872
EXT-L0873,Weather,10,L0873
EXT-L0874,Weather,10,L0874
EXT-L0875,Weather,14,L0875
EXT-L0876,Weather,11,L0876
EXT-L0877,Weather,12,L0877
EXT-L0878,Weather,7,L0878
EXT-L0879,Weather,11,L0879
EXT-L0880,Weather,15,L0880
EXT-L0881,Normal,6,L0881
EXT-L0882,Normal,13,L0882
EXT-L0883,Weather,10,L0883
EXT-L0884,Weather,14,L0884
EXT-L0885,Weather,13,L0885
EXT-L0886,Normal,10,L0886
EXT-L0887,Normal,18,L0887
EXT-L0888,Weather,12,L0888
EXT-L0889,Weather,11,L0889
EXT-L0890,Weather,8,L0890
EXT-L0891,Weather,16,L0891
EXT-L0892,Normal,12,L0892
EXT-L0893,Weather,9,L0893
EXT-L0894,Weather,9,L0894
EXT-L0895,Normal,8,L0895
EXT-L0896,Weather,10,L0896
EXT-L0897,Weather,13,L0897
EXT-L0898,Normal,1,L0898
EXT-L0899,Normal,8,L0899
EXT-L0900,Weather,12,L0900
EXT-L0901,Normal,8,L0901
EXT-L0902,Normal,18,L0902
EXT-L0903,Weather,8,L0903
EXT-L0904,Weather,11,L0904
EXT-L0905,Normal,11,L0905
EXT-L0906,Weather,8,L0906
EXT-L0907,Weather,13,L0907
EXT-L0908,Normal,16,L0908
EXT-L0909,Weather,10,L0909
EXT-L0910,Normal,19,L0910
EXT-L0911,Normal,10,L0911
EXT-L0912,Normal,8,L0912
EXT-L0913,Normal,14,L0913
EXT-L0914,Normal,17,L0914
EXT-L0915,Normal,7,L0915
EXT-L0916,Weather,15,L0916
EXT-L0917,Normal,11,L0917
EXT-L0918,Normal,5,L0918
EXT-L0919,Normal,23,L0919
EXT-L0920,Normal,9,L0920
EXT-L0921,Weather,12,L0921
EXT-L0922,Weather,9,L0922
EXT-L0923,Normal,11,L0923
EXT-L0924,Normal,16,L0924
EXT-L0925,Weather,17,L0925
EXT-L0926,Weather,7,L0926
EXT-L0927,Weather,16,L0927
EXT-L0928,Weather,15,L0928
EXT-L0929,Weather,13,L0929
EXT-L0930,Weather,14,L0930
EXT-L0931,Weather,13,L0931
EXT-L0932,Normal,8,L0932
EXT-L0933,Normal,8,L0933
EXT-L0934,Weather,10,L0934
EXT-L0935,Weather,12,L0935
EXT-L0936,Weather,11,L0936
EXT-L0937,Weather,15,L0937
EXT-L0938,Weather,13,L0938
EXT-L0939,Normal,9,L0939
EXT-L0940,Normal,20,L0940
EXT-L0941,Weather,11,L0941
EXT-L0942,Weather,6,L0942
EXT-L0943,Normal,8,L0943
EXT-L0944,Weather,12,L0944
EXT-L0945,Normal,6,L0945
EXT-L0946,Normal,8,L0946
EXT-L0947,Normal,9,L0947
EXT-L0948,Normal,12,L0948
EXT-L0949,Normal,8,L0949
EXT-L0950,Normal,10,L0950
EXT-L0951,Normal,21,L0951
EXT-L0952,Weather,9,L0952
EXT-L0953,Normal,12,L0953
EXT-L0954,Normal,10,L0954
EXT-L0955,Weather,11,L0955
EXT-L0956,Weather,15,L0956
EXT-L0957,Weather,11,L0957
EXT-L0958,Weather,11,L0958
EXT-L0959,Weather,13,L0959
EXT-L0960,Normal,9,L0960
EXT-L0961,Normal,15,L0961
EXT-L0962,Normal,10,L0962
EXT-L0963,Normal,10,L0963
EXT-L0964,Normal,8,L0964
EXT-L0965,Weather,12,L0965
EXT-L0966,Weather,9,L0966
EXT-L0967,Normal,11,L0967
EXT-L0968,Weather,13,L0968
EXT-L0969,Weather,8,L0969
EXT-L0970,Weather,9,L0970
EXT-L0971,Weather,10,L0971
EXT-L0972,Normal,12,L0972
EXT-L0973,Normal,11,L0973
EXT-L0974,Weather,20,L0974
EXT-L0975,Normal,2,L0975
EXT-L0976,Weather,12,L0976
EXT-L0977,Weather,11,L0977
EXT-L0978,Normal,10,L0978
EXT-L0979,Normal,9,L0979
EXT-L0980,Weather,10,L0980
EXT-L0981,Normal,14,L0981
EXT-L0982,Normal,9,L0982
EXT-L0983,Weather,13,L0983
EXT-L0984,Weather,14,L0984
EXT-L0985,Normal,14,L0985
EXT-L0986,Normal,6,L0986
EXT-L0987,Normal,7,L0987
EXT-L0988,Normal,11,L0988
EXT-L0989,Normal,15,L0989
EXT-L0990,Weather,11,L0990
EXT-L0991,Normal,15,L0991
EXT-L0992,Normal,5,L0992
EXT-L0993,Weather,10,L0993
EXT-L0994,Weather,10,L0994
EXT-L0995,Weather,7,L0995
EXT-L0996,Normal,9,L0996
EXT-L0997,Normal,15,L0997
EXT-L0998,Weather,11,L0998
EXT-L0999,Weather,10,L0999
EXT-L1000,Weather,6,L1000
EXT-L1001,Weather,12,L1001
EXT-L1002,Normal,8,L1002
EXT-L1003,Weather,9,L1003
EXT-L1004,Normal,8,L1004
EXT-L1005,Weather,12,L1005
EXT-L1006,Weather,9,L1006
EXT-L1007,Weather,14,L1007
EXT-L1008,Normal,18,L1008
EXT-L1009,Weather,9,L1009
EXT-L1010,Normal,13,L1010
EXT-L1011,Weather,11,L1011
EXT-L1012,Weather,11,L1012
EXT-L1013,Normal,15,L1013
EXT-L1014,Weather,10,L1014
EXT-L1015,Weather,13,L1015
EXT-L1016,Weather,18,L1016
EXT-L1017,Normal,11,L1017
EXT-L1018,Weather,9,L1018
EXT-L1019,Normal,3,L1019
EXT-L1020,Normal,5,L1020
EXT-L1021,Weather,14,L1021
EXT-L1022,Weather,18,L1022
EXT-L1023,Weather,13,L1023
EXT-L1024,Normal,10,L1024
EXT-L1025,Weather,8,L1025
EXT-L1026,Normal,12,L1026
EXT-L1027,Normal,5,L1027
EXT-L1028,Normal,16,L1028
EXT-L1029,Weather,12,L1029
EXT-L1030,Normal,12,L1030
EXT-L1031,Normal,13,L1031
EXT-L1032,Normal,11,L1032
EXT-L1033,Weather,12,L1033
EXT-L1034,Weather,7,L1034
EXT-L1035,Normal,8,L1035
EXT-L1036,Weather,10,L1036
EXT-L1037,Weather,11,L1037
EXT-L1038,Normal,12,L1038
EXT-L1039,Weather,11,L1039
EXT-L1040,Normal,6,L1040
EXT-L1041,Normal,12,L1041
EXT-L1042,Weather,15,L1042
EXT-L1043,Weather,12,L1043
EXT-L1044,Weather,14,L1044
EXT-L1045,Weather,10,L1045
EXT-L1046,Normal,19,L1046
EXT-L1047,Weather,12,L1047
EXT-L1048,Weather,11,L1048
EXT-L1049,Weather,13,L1049
EXT-L1050,Normal,6,L1050
EXT-L1051,Normal,9,L1051
EXT-L1052,Weather,8,L1052
EXT-L1053,Weather,14,L1053
EXT-L1054,Weather,14,L1054
EXT-L1055,Normal,7,L1055
EXT-L1056,Normal,17,L1056
EXT-L1057,Normal,12,L1057
EXT-L1058,Weather,14,L1058
EXT-L1059,Weather,14,L1059
EXT-L1060,Weather,11,L1060
EXT-L1061,Weather,11,L1061
EXT-L1062,Weather,12,L1062
EXT-L1063,Weather,12,L1063
EXT-L1064,Weather,12,L1064
EXT-L1065,Weather,8,L1065
EXT-L1066,Normal,7,L1066
EXT-L1067,Normal,14,L1067
EXT-L1068,Normal,8,L1068
EXT-L1069,Weather,7,L1069
EXT-L1070,Normal,8,L1070
EXT-L1071,Weather,12,L1071
EXT-L1072,Weather,13,L1072
EXT-L1073,Weather,10,L1073
EXT-L1074,Weather,13,L1074
EXT-L1075,Weather,14,L1075
EXT-L1076,Weather,10,L1076
EXT-L1077,Normal,14,L1077
EXT-L1078,Normal,11,L1078
EXT-L1079,Normal,2,L1079
EXT-L1080,Normal,11,L1080
EXT-L1081,Normal,7,L1081
EXT-L1082,Weather,11,L1082
EXT-L1083,Normal,14,L1083
EXT-L1084,Weather,9,L1084
EXT-L1085,Weather,12,L1085
EXT-L1086,Weather,14,L1086
EXT-L1087,Weather,12,L1087
EXT-L1088,Normal,8,L1088
EXT-L1089,Weather,17,L1089
EXT-L1090,Normal,13,L1090
EXT-L1091,Weather,13,L1091
EXT-L1092,Normal,13,L1092
EXT-L1093,Weather,12,L1093
EXT-L1094,Weather,9,L1094
EXT-L1095,Weather,19,L1095
EXT-L1096,Normal,8,L1096
EXT-L1097,Weather,15,L1097
EXT-L1098,Normal,4,L1098
EXT-L1099,Normal,7,L1099
EXT-L1100,Weather,13,L1100
EXT-L1101,Weather,11,L1101
EXT-L1102,Weather,11,L1102
EXT-L1103,Weather,13,L1103
EXT-L1104,Normal,11,L1104
EXT-L1105,Weather,12,L1105
EXT-L1106,Weather,12,L1106
EXT-L1107,Weather,12,L1107
EXT-L1108,Weather,13,L1108
EXT-L1109,Weather,12,L1109
EXT-L1110,Weather,11,L1110
EXT-L1111,Weather,9,L1111
EXT-L1112,Normal,8,L1112
EXT-L1113,Normal,12,L1113
EXT-L1114,Normal,2,L1114
EXT-L1115,Normal,9,L1115
EXT-L1116,Weather,11,L1116
EXT-L1117,Weather,13,L1117
EXT-L1118,Weather,11,L1118
EXT-L1119,Normal,8,L1119
EXT-L1120,Weather,10,L1120
EXT-L1121,Weather,11,L1121
EXT-L1122,Normal,9,L1122
EXT-L1123,Weather,14,L1123
EXT-L1124,Normal,14,L1124
EXT-L1125,Weather,10,L1125
EXT-L1126,Normal,16,L1126
EXT-L1127,Weather,11,L1127
EXT-L1128,Normal,10,L1128
EXT-L1129,Normal,4,L1129
EXT-L1130,Normal,10,L1130
EXT-L1131,Weather,14,L1131
EXT-L1132,Normal,11,L1132
EXT-L1133,Weather,11,L1133
EXT-L1134,Weather,18,L1134
EXT-L1135,Weather,16,L1135
EXT-L1136,Weather,9,L1136
EXT-L1137,Normal,11,L1137
EXT-L1138,Weather,15,L1138
EXT-L1139,Weather,12,L1139
EXT-L1140,Weather,15,L1140
EXT-L1141,Weather,14,L1141
EXT-L1142,Weather,9,L1142
EXT-L1143,Weather,11,L1143
EXT-L1144,Weather,12,L1144
EXT-L1145,Normal,11,L1145
EXT-L1146,Weather,10,L1146
EXT-L1147,Weather,9,L1147
EXT-L1148,Weather,7,L1148
EXT-L1149,Normal,8,L1149
EXT-L1150,Weather,15,L1150
EXT-L1151,Normal,2,L1151
EXT-L1152,Normal,10,L1152
EXT-L1153,Weather,2,L1153
EXT-L1154,Weather,3,L1154
EXT-L1155,Normal,7,L1155
EXT-L1156,Weather,3,L1156
EXT-L1157,Weather,18,L1157
EXT-L1158,Weather,10,L1158
EXT-L1159,Weather,20,L1159
EXT-L1160,Normal,13,L1160
EXT-L1161,Weather,8,L1161
EXT-L1162,Normal,24,L1162
EXT-L1163,Normal,11,L1163
EXT-L1164,Weather,12,L1164
EXT-L1165,Weather,12,L1165
EXT-L1166,Weather,12,L1166
EXT-L1167,Weather,12,L1167
EXT-L1168,Weather,9,L1168
EXT-L1169,Normal,14,L1169
EXT-L1170,Normal,9,L1170
EXT-L1171,Weather,9,L1171
EXT-L1172,Weather,10,L1172
EXT-L1173,Weather,14,L1173
EXT-L1174,Weather,16,L1174
EXT-L1175,Weather,10,L1175
EXT-L1176,Normal,14,L1176
EXT-L1177,Weather,13,L1177
EXT-L1178,Weather,21,L1178
EXT-L1179,Normal,13,L1179
EXT-L1180,Weather,10,L1180
EXT-L1181,Weather,12,L1181
EXT-L1182,Normal,13,L1182
EXT-L1183,Weather,10,L1183
EXT-L1184,Normal,14,L1184
EXT-L1185,Weather,12,L1185
EXT-L1186,Weather,11,L1186
EXT-L1187,Weather,7,L1187
EXT-L1188,Normal,11,L1188
EXT-L1189,Weather,10,L1189
EXT-L1190,Normal,11,L1190
EXT-L1191,Normal,12,L1191
EXT-L1192,Weather,8,L1192
EXT-L1193,Normal,17,L1193
EXT-L1194,Weather,11,L1194
EXT-L1195,Normal,2,L1195
EXT-L1196,Weather,12,L1196
EXT-L1197,Weather,9,L1197
EXT-L1198,Weather,13,L1198
EXT-L1199,Weather,13,L1199
EXT-L1200,Weather,12,L1200
EXT-L1201,Weather,14,L1201
EXT-L1202,Weather,11,L1202
EXT-L1203,Weather,12,L1203
EXT-L1204,Normal,13,L1204
EXT-L1205,Weather,12,L1205
EXT-L1206,Weather,14,L1206
EXT-L1207,Weather,11,L1207
EXT-L1208,Weather,13,L1208
EXT-L1209,Weather,6,L1209
EXT-L1210,Normal,12,L1210
EXT-L1211,Weather,12,L1211
EXT-L1212,Weather,22,L1212
EXT-L1213,Normal,10,L1213
EXT-L1214,Weather,13,L1214
EXT-L1215,Weather,12,L1215
EXT-L1216,Weather,11,L1216
EXT-L1217,Weather,19,L1217
EXT-L1218,Weather,12,L1218
EXT-L1219,Normal,6,L1219
EXT-L1220,Normal,11,L1220
EXT-L1221,Normal,9,L1221
EXT-L1222,Normal,1,L1222
EXT-L1223,Normal,14,L1223
EXT-L1224,Normal,8,L1224
EXT-L1225,Weather,12,L1225
EXT-L1226,Weather,11,L1226
EXT-L1227,Weather,9,L1227
EXT-L1228,Weather,8,L1228
EXT-L1229,Normal,17,L1229
EXT-L1230,Normal,11,L1230
EXT-L1231,Weather,11,L1231
EXT-L1232,Weather,12,L1232
EXT-L1233,Weather,13,L1233
EXT-L1234,Normal,17,L1234
EXT-L1235,Normal,9,L1235
EXT-L1236,Normal,6,L1236
EXT-L1237,Weather,14,L1237
EXT-L1238,Weather,8,L1238
EXT-L1239,Weather,11,L1239
EXT-L1240,Normal,9,L1240
EXT-L1241,Weather,20,L1241
EXT-L1242,Weather,11,L1242
EXT-L1243,Weather,11,L1243
EXT-L1244,Weather,13,L1244
EXT-L1245,Weather,11,L1245
EXT-L1246,Weather,13,L1246
EXT-L1247,Normal,4,L1247
EXT-L1248,Weather,13,L1248
EXT-L1249,Weather,10,L1249
EXT-L1250,Weather,12,L1250
EXT-L1251,Weather,12,L1251
EXT-L1252,Normal,17,L1252
EXT-L1253,Normal,12,L1253
EXT-L1254,Normal,6,L1254
EXT-L1255,Weather,20,L1255
EXT-L1256,Normal,16,L1256
EXT-L1257,Normal,13,L1257
EXT-L1258,Weather,12,L1258
EXT-L1259,Weather,12,L1259
EXT-L1260,Normal,7,L1260
EXT-L1261,Normal,11,L1261
EXT-L1262,Normal,10,L1262
EXT-L1263,Weather,11,L1263
EXT-L1264,Weather,10,L1264
EXT-L1265,Normal,18,L1265
EXT-L1266,Weather,8,L1266
EXT-L1267,Normal,2,L1267
EXT-L1268,Normal,2,L1268
EXT-L1269,Weather,12,L1269
EXT-L1270,Normal,9,L1270
EXT-L1271,Normal,15,L1271
EXT-L1272,Weather,10,L1272
EXT-L1273,Weather,16,L1273
EXT-L1274,Weather,9,L1274
EXT-L1275,Normal,9,L1275
EXT-L1276,Normal,9,L1276
EXT-L1277,Weather,14,L1277
EXT-L1278,Normal,11,L1278
EXT-L1279,Weather,17,L1279
EXT-L1280,Normal,13,L1280
EXT-L1281,Weather,12,L1281
EXT-L1282,Weather,10,L1282
EXT-L1283,Weather,10,L1283
EXT-L1284,Normal,11,L1284
EXT-L1285,Weather,11,L1285
EXT-L1286,Weather,12,L1286
EXT-L1287,Weather,5,L1287
EXT-L1288,Weather,12,L1288
EXT-L1289,Weather,11,L1289
EXT-L1290,Normal,9,L1290
EXT-L1291,Weather,10,L1291
EXT-L1292,Normal,7,L1292
EXT-L1293,Normal,9,L1293
EXT-L1294,Weather,5,L1294
EXT-L1295,Normal,11,L1295
EXT-L1296,Weather,10,L1296
EXT-L1297,Normal,8,L1297
EXT-L1298,Normal,13,L1298
EXT-L1299,Normal,10,L1299
EXT-L1300,Normal,7,L1300
EXT-L1301,Weather,15,L1301
EXT-L1302,Weather,12,L1302
EXT-L1303,Weather,12,L1303
EXT-L1304,Normal,13,L1304
EXT-L1305,Normal,14,L1305
EXT-L1306,Normal,17,L1306
EXT-L1307,Normal,15,L1307
EXT-L1308,Weather,10,L1308
EXT-L1309,Weather,11,L1309
EXT-L1310,Normal,3,L1310
EXT-L1311,Weather,10,L1311
EXT-L1312,Normal,12,L1312
EXT-L1313,Weather,14,L1313
EXT-L1314,Normal,8,L1314
EXT-L1315,Weather,14,L1315
EXT-L1316,Normal,9,L1316
EXT-L1317,Normal,7,L1317
EXT-L1318,Weather,9,L1318
EXT-L1319,Weather,11,L1319
EXT-L1320,Weather,8,L1320
EXT-L1321,Weather,10,L1321
EXT-L1322,Normal,5,L1322
EXT-L1323,Weather,13,L1323
EXT-L1324,Weather,14,L1324
EXT-L1325,Weather,8,L1325
EXT-L1326,Normal,12,L1326
EXT-L1327,Weather,6,L1327
EXT-L1328,Weather,10,L1328
EXT-L1329,Normal,9,L1329
EXT-L1330,Weather,13,L1330
EXT-L1331,Normal,4,L1331
EXT-L1332,Normal,2,L1332
EXT-L1333,Normal,6,L1333
EXT-L1334,Normal,15,L1334
EXT-L1335,Normal,10,L1335
EXT-L1336,Weather,19,L1336
EXT-L1337,Weather,12,L1337
EXT-L1338,Weather,14,L1338
EXT-L1339,Normal,9,L1339
EXT-L1340,Weather,11,L1340
EXT-L1341,Weather,9,L1341
EXT-L1342,Weather,10,L1342
EXT-L1343,Weather,12,L1343
EXT-L1344,Weather,9,L1344
EXT-L1345,Weather,11,L1345
EXT-L1346,Weather,9,L1346
EXT-L1347,Weather,12,L1347
EXT-L1348,Weather,12,L1348
EXT-L1349,Weather,11,L1349
EXT-L1350,Weather,11,L1350
EXT-L1351,Weather,10,L1351
EXT-L1352,Weather,11,L1352
EXT-L1353,Weather,11,L1353
EXT-L1354,Weather,10,L1354
EXT-L1355,Weather,13,L1355
EXT-L1356,Weather,10,L1356
EXT-L1357,Weather,12,L1357
EXT-L1358,Weather,11,L1358
EXT-L1359,Normal,11,L1359
EXT-L1360,Weather,9,L1360
EXT-L1361,Weather,13,L1361
EXT-L1362,Weather,12,L1362
EXT-L1363,Weather,11,L1363
EXT-L1364,Weather,11,L1364
EXT-L1365,Weather,11,L1365
EXT-L1366,Normal,15,L1366
EXT-L1367,Normal,13,L1367
EXT-L1368,Weather,13,L1368
EXT-L1369,Weather,12,L1369
EXT-L1370,Weather,11,L1370
EXT-L1371,Weather,15,L1371
EXT-L1372,Weather,12,L1372
EXT-L1373,Weather,12,L1373
EXT-L1374,Weather,12,L1374
EXT-L1375,Weather,11,L1375
EXT-L1376,Weather,16,L1376
EXT-L1377,Weather,12,L1377
EXT-L1378,Weather,12,L1378
EXT-L1379,Weather,12,L1379
EXT-L1380,Weather,11,L1380
EXT-L1381,Weather,7,L1381
EXT-L1382,Weather,12,L1382
EXT-L1383,Weather,11,L1383
EXT-L1384,Normal,12,L1384
EXT-L1385,Weather,7,L1385
EXT-L1386,Weather,9,L1386
EXT-L1387,Normal,8,L1387
EXT-L1388,Normal,11,L1388
EXT-L1389,Weather,13,L1389
EXT-L1390,Weather,13,L1390
EXT-L1391,Normal,9,L1391
EXT-L1392,Weather,11,L1392
EXT-L1393,Weather,12,L1393
EXT-L1394,Normal,12,L1394
EXT-L1395,Weather,10,L1395
EXT-L1396,Weather,9,L1396
EXT-L1397,Normal,9,L1397
EXT-L1398,Normal,9,L1398
EXT-L1399,Normal,8,L1399
EXT-L1400,Weather,9,L1400
EXT-L1401,Weather,8,L1401
EXT-L1402,Weather,13,L1402
EXT-L1403,Weather,8,L1403
EXT-L1404,Weather,12,L1404
EXT-L1405,Normal,3,L1405
EXT-L1406,Normal,3,L1406
EXT-L1407,Weather,12,L1407
EXT-L1408,Normal,6,L1408
EXT-L1409,Normal,9,L1409
EXT-L1410,Weather,11,L1410
EXT-L1411,Weather,17,L1411
EXT-L1412,Normal,10,L1412
EXT-L1413,Normal,11,L1413
EXT-L1414,Weather,15,L1414
EXT-L1415,Normal,2,L1415
EXT-L1416,Normal,6,L1416
EXT-L1417,Normal,11,L1417
EXT-L1418,Weather,13,L1418
EXT-L1419,Weather,11,L1419
EXT-L1420,Weather,12,L1420
EXT-L1421,Weather,12,L1421
EXT-L1422,Weather,9,L1422
EXT-L1423,Weather,8,L1423
EXT-L1424,Weather,11,L1424
EXT-L1425,Weather,7,L1425
EXT-L1426,Normal,7,L1426
EXT-L1427,Normal,6,L1427
EXT-L1428,Normal,10,L1428
EXT-L1429,Weather,7,L1429
EXT-L1430,Weather,13,L1430
EXT-L1431,Normal,14,L1431
EXT-L1432,Weather,11,L1432
EXT-L1433,Weather,12,L1433
EXT-L1434,Normal,14,L1434
EXT-L1435,Normal,12,L1435
EXT-L1436,Normal,3,L1436
EXT-L1437,Weather,11,L1437
EXT-L1438,Normal,13,L1438
EXT-L1439,Weather,11,L1439
EXT-L1440,Normal,16,L1440
EXT-L1441,Weather,8,L1441
EXT-L1442,Weather,8,L1442
EXT-L1443,Normal,12,L1443
EXT-L1444,Weather,10,L1444
EXT-L1445,Weather,9,L1445
EXT-L1446,Weather,2,L1446
EXT-L1447,Weather,7,L1447
EXT-L1448,Weather,11,L1448
EXT-L1449,Normal,9,L1449
EXT-L1450,Weather,11,L1450
EXT-L1451,Weather,10,L1451
EXT-L1452,Weather,10,L1452
EXT-L1453,Normal,14,L1453
EXT-L1454,Weather,9,L1454
EXT-L1455,Normal,12,L1455
EXT-L1456,Weather,8,L1456
EXT-L1457,Weather,16,L1457
EXT-L1458,Weather,12,L1458
EXT-L1459,Weather,14,L1459
EXT-L1460,Normal,8,L1460
EXT-L1461,Weather,8,L1461
EXT-L1462,Weather,12,L1462
EXT-L1463,Weather,13,L1463
EXT-L1464,Weather,6,L1464
EXT-L1465,Normal,10,L1465
EXT-L1466,Weather,9,L1466
EXT-L1467,Normal,14,L1467
EXT-L1468,Normal,10,L1468
EXT-L1469,Weather,7,L1469
EXT-L1470,Normal,7,L1470
EXT-L1471,Normal,19,L1471
EXT-L1472,Normal,5,L1472
EXT-L1473,Weather,10,L1473
EXT-L1474,Weather,10,L1474
EXT-L1475,Normal,8,L1475
EXT-L1476,Normal,13,L1476
EXT-L1477,Weather,12,L1477
EXT-L1478,Weather,1,L1478
EXT-L1479,Normal,3,L1479
EXT-L1480,Normal,7,L1480
EXT-L1481,Weather,9,L1481
EXT-L1482,Weather,10,L1482
EXT-L1483,Weather,13,L1483
EXT-L1484,Weather,13,L1484
EXT-L1485,Weather,10,L1485
EXT-L1486,Weather,9,L1486
EXT-L1487,Weather,6,L1487
EXT-L1488,Weather,9,L1488
EXT-L1489,Weather,10,L1489
EXT-L1490,Weather,11,L1490
EXT-L1491,Weather,8,L1491
EXT-L1492,Normal,11,L1492
EXT-L1493,Normal,11,L1493
EXT-L1494,Weather,13,L1494
EXT-L1495,Weather,8,L1495
EXT-L1496,Weather,9,L1496
EXT-L1497,Weather,12,L1497
EXT-L1498,Normal,20,L1498
EXT-L1499,Weather,8,L1499
EXT-L1500,Weather,15,L1500
EXT-L1501,Normal,15,L1501
EXT-L1502,Weather,10,L1502
EXT-L1503,Normal,13,L1503
EXT-L1504,Weather,11,L1504
EXT-L1505,Normal,17,L1505
EXT-L1506,Normal,7,L1506
EXT-L1507,Weather,14,L1507
EXT-L1508,Weather,12,L1508
EXT-L1509,Normal,12,L1509
EXT-L1510,Normal,12,L1510
EXT-L1511,Weather,2,L1511
EXT-L1512,Weather,5,L1512
EXT-L1513,Normal,19,L1513
EXT-L1514,Weather,11,L1514
EXT-L1515,Normal,3,L1515
EXT-L1516,Weather,11,L1516
EXT-L1517,Weather,14,L1517
EXT-L1518,Weather,9,L1518
EXT-L1519,Weather,13,L1519
EXT-L1520,Normal,2,L1520
EXT-L1521,Weather,12,L1521
EXT-L1522,Normal,16,L1522
EXT-L1523,Normal,12,L1523
EXT-L1524,Weather,12,L1524
EXT-L1525,Weather,9,L1525
EXT-L1526,Weather,19,L1526
EXT-L1527,Weather,13,L1527
EXT-L1528,Weather,12,L1528
EXT-L1529,Weather,9,L1529
EXT-L1530,Weather,11,L1530
EXT-L1531,Normal,5,L1531
EXT-L1532,Weather,14,L1532
EXT-L1533,Normal,7,L1533
EXT-L1534,Weather,15,L1534
EXT-L1535,Weather,12,L1535
EXT-L1536,Normal,11,L1536
EXT-L1537,Weather,11,L1537
EXT-L1538,Normal,2,L1538
EXT-L1539,Normal,9,L1539
EXT-L1540,Normal,34,L1540
EXT-L1541,Weather,12,L1541
EXT-L1542,Weather,12,L1542
EXT-L1543,Normal,17,L1543
EXT-L1544,Weather,8,L1544
EXT-L1545,Weather,10,L1545
EXT-L1546,Weather,12,L1546
EXT-L1547,Weather,13,L1547
EXT-L1548,Normal,16,L1548
EXT-L1549,Weather,10,L1549
EXT-L1550,Normal,11,L1550
EXT-L1551,Weather,10,L1551
